UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 1:12:46
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 1:20:1
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.196.253.126 |  PasswordAccount  [1] [The Clock] 1:20:44
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.196.253.126 |  PasswordAccount  [1] [The Clock] 1:24:43
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.196.253.126 |  PasswordAccount  [1] [The Clock] 1:32:17
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 1:32:18
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.196.253.126 |  PasswordAccount  [1] [The Clock] 1:34:5
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 1:39:34
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.196.253.126 |  PasswordAccount  [1] [The Clock] 1:39:40
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.196.253.126 |  PasswordAccount  [1] [The Clock] 1:40:46
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.196.253.126 |  PasswordAccount  [1] [The Clock] 1:42:4
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.196.253.126 |  PasswordAccount  [1] [The Clock] 1:43:41
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 1:45:13
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.196.253.126 |  PasswordAccount  [1] [The Clock] 1:47:33
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 1:54:31
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.196.253.126 |  PasswordAccount  [1] [The Clock] 1:55:16
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.196.253.126 |  PasswordAccount  [1] [The Clock] 1:56:24
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 1:56:58
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 1:59:26
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.196.253.126 |  PasswordAccount  [1] [The Clock] 1:59:31
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 2:2:19
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 2:4:27
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.196.253.126 |  PasswordAccount  [1] [The Clock] 2:14:49
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.196.253.126 |  PasswordAccount  [1] [The Clock] 2:15:56
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.196.253.126 |  PasswordAccount  [1] [The Clock] 2:17:11
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.196.253.126 |  PasswordAccount  [1] [The Clock] 2:18:17
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.196.253.126 |  PasswordAccount  [1] [The Clock] 2:20:1
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 2:20:48
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.196.253.126 |  PasswordAccount  [1] [The Clock] 2:21:30
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 2:37:30
