UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 0:1:19
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 0:35:44
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 1:15:54
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 2:5:5
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 2:23:45
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 3:22:33
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 3:29:41
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 4:5:48
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 4:37:35
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 4:47:22
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 5:11:6
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 5:24:55
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 5:44:42
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 6:11:58
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 6:26:35
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 6:39:42
UserName[Acc] |3| UIDAccount |12957559 | IPAccount | 26.76.203.96 |  PasswordAccount  [3] [The Clock] 6:44:18
UserName[Acc] |3| UIDAccount |12957559 | IPAccount | 26.76.203.96 |  PasswordAccount  [3] [The Clock] 6:44:29
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 6:44:55
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 6:45:0
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 6:58:10
UserName[Acc] |3| UIDAccount |12957559 | IPAccount | 26.76.203.96 |  PasswordAccount  [3] [The Clock] 7:33:31
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 7:33:31
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 7:35:9
UserName[Acc] |3| UIDAccount |12957559 | IPAccount | 26.76.203.96 |  PasswordAccount  [3] [The Clock] 7:35:38
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 7:40:22
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 7:40:26
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 9:10:57
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 9:14:57
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 10:13:47
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 10:23:20
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 10:23:28
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 10:36:47
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 10:37:43
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 11:6:57
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 11:9:10
UserName[Acc] |3| UIDAccount |12957559 | IPAccount | 26.76.203.96 |  PasswordAccount  [3] [The Clock] 11:18:21
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 11:19:56
UserName[Acc] |3| UIDAccount |12957559 | IPAccount | 26.76.203.96 |  PasswordAccount  [3] [The Clock] 11:22:37
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 11:40:39
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 11:40:44
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 11:48:33
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 14:57:24
UserName[Acc] |3| UIDAccount |12957559 | IPAccount | 26.76.203.96 |  PasswordAccount  [3] [The Clock] 14:59:8
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 14:59:48
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 15:21:46
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 15:30:50
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 15:36:18
UserName[Acc] |3| UIDAccount |12957559 | IPAccount | 26.76.203.96 |  PasswordAccount  [3] [The Clock] 16:14:40
UserName[Acc] |3| UIDAccount |12957559 | IPAccount | 26.76.203.96 |  PasswordAccount  [3] [The Clock] 16:22:8
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 16:22:34
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 16:50:8
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 17:0:12
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 18:43:0
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 19:15:47
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 19:19:20
UserName[Acc] |1| UIDAccount |1291400 | IPAccount | 26.76.203.96 |  PasswordAccount  [1] [The Clock] 19:20:46
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 20:55:16
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 21:43:21
UserName[Acc] |2| UIDAccount |1291417 | IPAccount | 26.76.203.96 |  PasswordAccount  [2] [The Clock] 21:43:55
